REGIÃO;UF;DESTINATARIO;LOCALIDADE;ITEM;PROGRAMA DE SAÚDE;QUANTIDADE;STATUS;DATA DE ENTREGA; VALOR UNITÁRIO  ; VALOR TOTAL  
NORTE;RORAIMA ;SES;RORAIMA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;100.000;ENTREGA REALIZADA;05/07/2020; R$0,069 ; R$6.900,00 
NORTE;RORAIMA ;SMS;BOA VISTA ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;40.000;ENTREGA REALIZADA;05/07/2020; R$0,069 ; R$2.760,00 
NORTE;RORAIMA ;SAÚDE INDÍGENA;DSEI LESTE RORAIMA ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;33.000;ENTREGA REALIZADA;29/06/2020; R$0,069 ; R$2.277,00 
NORTE;RORAIMA ;SAÚDE INDÍGENA;DSEI LESTE RORAIMA - ALDEIA BONFIM ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;6.000;ENTREGA REALIZADA;29/06/2020; R$0,069 ; R$414,00 
NORTE;RORAIMA ;SAÚDE INDÍGENA;DSEI LESTE RORAIMA - ALDEIA NORMANDIA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;9.500;ENTREGA REALIZADA;29/06/2020; R$0,069 ; R$655,50 
NORTE;RORAIMA ;SAÚDE INDÍGENA;DSEI LESTE RORAIMA - ALDEIA UIRAMUTA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;12.500;ENTREGA REALIZADA;29/06/2020; R$0,069 ; R$862,50 
NORTE;RORAIMA ;SAÚDE INDÍGENA;DSEI YANOMAMI ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;33.000;ENTREGA REALIZADA;29/06/2020; R$0,069 ; R$2.277,00 
NORTE;RORAIMA ;SAÚDE INDÍGENA;DSEI YANOMAMI - ALDEIA AUARIS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;4.000;ENTREGA REALIZADA;29/06/2020; R$0,069 ; R$276,00 
NORTE;RORAIMA ;SAÚDE INDÍGENA;DSEI YANOMAMI - ALDEIA SURUCUCU;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;2.500;ENTREGA REALIZADA;29/06/2020; R$0,069 ; R$172,50 
SUL;SANTA CATARINA ;SMS;FLORIANÓPOLIS ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;1.200;ENTREGA REALIZADA;21/07/2020; R$-    ; R$-   
SUL;SANTA CATARINA ;SMS;JOINVILLE ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;9.500;ENTREGA REALIZADA;11/07/2020; R$0,069 ; R$655,50 
SUL;SANTA CATARINA ;SES;SANTA CATARINA ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;22.000;ENTREGA REALIZADA;28/03/2020; R$0,069 ; R$1.518,00 
SUL;SANTA CATARINA ;SES;SANTA CATARINA ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;27.000;ENTREGA REALIZADA;20/04/2020; R$-    ; R$-   
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;170.000;ENTREGA REALIZADA;28/03/2020; R$0,069 ; R$11.730,00 
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;316.000;ENTREGA REALIZADA;20/04/2020; R$-    ; R$-   
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500.000;ENTREGA REALIZADA;06/05/2020; R$0,069 ; R$34.500,00 
NORDESTE;SERGIPE ;SES;SERGIPE ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;3.500;ENTREGA REALIZADA;31/03/2020; R$0,069 ; R$241,50 
NORDESTE;SERGIPE ;SES;SERGIPE ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;5.000;ENTREGA REALIZADA;23/04/2020; R$-    ; R$-   
NORDESTE;SERGIPE ;SES;SERGIPE ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;6.000;ENTREGA REALIZADA;04/05/2020; R$0,069 ; R$414,00 
NORTE;TOCANTINS;SES;TOCANTINS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;20.000;ENTREGA REALIZADA;24/07/2020; R$-    ; R$-   
NORTE;TOCANTINS;SMS;PALMAS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;12.000;ENTREGA REALIZADA;24/07/2020; R$-    ; R$-   
NORTE;TOCANTINS;SES;TOCANTINS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;2.000;ENTREGA REALIZADA;31/03/2020; R$0,069 ; R$138,00 
NORTE;TOCANTINS;SES;TOCANTINS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;5.000;ENTREGA REALIZADA;01/04/2020; R$-    ; R$-   
NORTE;TOCANTINS;SES;TOCANTINS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;4.000;ENTREGA REALIZADA;04/05/2020; R$0,069 ; R$276,00 
SUL;SANTA CATARINA ;SMS;SALETE ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;1.000;ENTREGA REALIZADA;20/08/2020; R$-    ; R$-   
SUL;SANTA CATARINA ;SMS;BLUMENAU ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;36.000;ENTREGA REALIZADA;20/08/2020; R$-    ; R$-   
SUL;SANTA CATARINA ;SMS;URUBICI;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;1.000;ENTREGA REALIZADA;20/08/2020; R$-    ; R$-   
SUL;PARANÁ ;SMS;GUARAPUAVA ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA;20/08/2020; R$-    ; R$-   
SUL;SANTA CATARINA ;SMS;TAIÓ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;3.000;ENTREGA REALIZADA;24/08/2020; R$-    ; R$-   
SUL;SANTA CATARINA ;SMS;BRUSQUE;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;18.000;ENTREGA REALIZADA;24/08/2020; R$-    ; R$-   
SUL;SANTA CATARINA ;SMS;APIÚNA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA;24/08/2020; R$-    ; R$-   
SUDESTE;RIO DE JANEIRO;SMS;SÃO FIDÉLIS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;2.000;ENTREGA REALIZADA;18/08/2020; R$-    ; R$-   
SUL;RIO GRANDE DO SUL ;SMS;UNISTALDA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA;26/08/2020; R$-    ; R$-   
SUL;RIO GRANDE DO SUL ;SMS;TOROPI;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA;24/08/2020; R$-    ; R$-   
SUL;RIO GRANDE DO SUL ;SMS;SILVEIRA MARTINS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;1.000;ENTREGA REALIZADA;24/08/2020; R$-    ; R$-   
SUL;RIO GRANDE DO SUL ;SMS;SÃO JOÃO DE POLÊSINE;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;1.000;ENTREGA REALIZADA;24/08/2020; R$-    ; R$-   
SUL;RIO GRANDE DO SUL ;SMS;SÃO FRANCISCO DE ASSIS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;3.000;ENTREGA REALIZADA;25/08/2020; R$-    ; R$-   
SUL;RIO GRANDE DO SUL ;SMS;QUEVEDOS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;1.000;ENTREGA REALIZADA;24/08/2020; R$-    ; R$-   
SUL;RIO GRANDE DO SUL ;SMS;PINHAL GRANDE;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;1.000;ENTREGA REALIZADA;24/08/2020; R$-    ; R$-   
SUL;RIO GRANDE DO SUL ;SMS;PARAÍSO DO SUL;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA;24/08/2020; R$-    ; R$-   
SUL;RIO GRANDE DO SUL ;SMS;NOVA PALMA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;1.000;ENTREGA REALIZADA;24/08/2020; R$-    ; R$-   
SUL;RIO GRANDE DO SUL ;SMS;NOVA ESPEANÇA DA SUL;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA;25/08/2020; R$-    ; R$-   
SUL;RIO GRANDE DO SUL ;SMS;MATA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA;24/08/2020; R$-    ; R$-   
SUL;RIO GRANDE DO SUL ;SMS;IVORÁ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA;24/08/2020; R$-    ; R$-   
SUL;RIO GRANDE DO SUL ;SMS;FORMIGUEIRO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA;25/08/2020; R$-    ; R$-   
SUL;RIO GRANDE DO SUL ;SMS;CACEQUI;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA;25/08/2020; R$-    ; R$-   
SUL;RIO GRANDE DO SUL ;SMS;AGUDO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;1.500;ENTREGA REALIZADA;26/08/2020; R$-    ; R$-   
SUL;PARANÁ ;SMS;CURITIBA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;3.000;ENTREGA REALIZADA;25/08/2020; R$-    ; R$-   
SUL;PARANÁ ;SES;PARANÁ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;23.000;ENTREGA REALIZADA;25/08/2020; R$-    ; R$-   
CENTRO-OESTE;MATO GROSSO ;SMS;VÁRZEA GRANDE ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;2.000;ENTREGA REALIZADA;19/08/2020; R$-    ; R$-   
SUL;RIO GRANDE DO SUL ;SMS;NOVO HAMBURGO ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;35.500;ENTREGA REALIZADA;21/08/2020; R$-    ; R$-   
SUL;RIO GRANDE DO SUL ;SMS;BENTO GONÇALVES;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;27.000;ENTREGA REALIZADA;24/08/2020; R$-    ; R$-   
SUL;SANTA CATARINA ;SMS;FLORIANÓPOLIS ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;30.000;ENTREGA REALIZADA;17/08/2020; R$-    ; R$-   
CENTRO-OESTE;MATO GROSSO ;SMS;LUCAS DO RIO VERDE;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;3.500;ENTREGA REALIZADA ;27/08/2020; R$-    ; R$-   
CENTRO-OESTE;MATO GROSSO ;SMS;LAMBARI D'OESTE;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA ;28/08/2020; R$-    ; R$-   
CENTRO-OESTE;MATO GROSSO ;SMS;JAURU;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA ;28/08/2020; R$-    ; R$-   
CENTRO-OESTE;MATO GROSSO ;SMS;INDIAVAÍ ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA ;27/08/2020; R$-    ; R$-   
CENTRO-OESTE;MATO GROSSO ;SMS;FIGUEIRÓPOLIS D'OESTE;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA ;27/08/2020; R$-    ; R$-   
CENTRO-OESTE;MATO GROSSO ;SMS;CURVELÂNDIA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA ;27/08/2020; R$-    ; R$-   
CENTRO-OESTE;MATO GROSSO ;SMS;COMODORO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;1.500;ENTREGA REALIZADA ;27/08/2020; R$-    ; R$-   
CENTRO-OESTE;MATO GROSSO ;SMS;CÁCERES;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;1.000;ENTREGA REALIZADA ;28/08/2020; R$-    ; R$-   
CENTRO-OESTE;MATO GROSSO ;SMS;ARATUPANGA ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;2.000;ENTREGA REALIZADA ;27/08/2020; R$-    ; R$-   
SUDESTE;MINAS GERAIS ;SMS;URUCUIA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA ;25/08/2020; R$-    ; R$-   
SUDESTE;MINAS GERAIS ;SMS;RIACHINHO ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA ;25/08/2020; R$-    ; R$-   
SUDESTE;MINAS GERAIS ;SMS;DOURADOQUARA ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA ;31/08/2020; R$-    ; R$-   
CENTRO-OESTE;GOIÁS;SMS;TRINDADE;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;13.000;ENTREGA REALIZADA ;24/08/2020; R$-    ; R$-   
CENTRO-OESTE;GOIÁS;SMS;ANICUNS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;3.500;ENTREGA REALIZADA ;25/08/2020; R$-    ; R$-   
CENTRO-OESTE;GOIÁS;SMS;LUZIÂNIA ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;20.000;ENTREGA REALIZADA ;24/08/2020; R$-    ; R$-   
NORDESTE;BAHIA ;SMS;PORTO SEGURO ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;40.000;ENTREGA REALIZADA ;24/08/2020; R$-    ; R$-   
SUDESTE;MINAS GERAIS ;SMS;GRÃO MOGOL ;HIDROXICLOROQUINA 200MG ;COVID-19;1.500;ENTREGA REALIZADA ;08/09/2020; R$-    ; R$-   
NORDESTE ;BAHIA ;SMS;MADRE DE DEUS ;HIDROXICLOROQUINA 200MG ;COVID-19;9.000;ENTREGA REALIZADA ;08/09/2020; R$-    ; R$-   
SUL ;SANTA CATARINA ;SMS;JOINVILLE ;HIDROXICLOROQUINA 200MG ;COVID-19;160.500;ENTREGA REALIZADA ;08/09/2020; R$-    ; R$-   
NORTE ;PARÁ;SMS;PAU D'ARCO ;HIDROXICLOROQUINA 200MG ;COVID-19;1.500;ENTREGA REALIZADA ;08/09/2020; R$-    ; R$-   
SUL ;RIO GRANDE DO SUL ;SMS;GRUPO HOSPITALAR CONCEIÇÃO ;HIDROXICLOROQUINA 200MG ;COVID-19;19.500;ENTREGA REALIZADA ;08/09/2020; R$-    ; R$-   
NORDESTE;BAHIA ;SES;BAHIA ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;17.000;ENTREGA REALIZADA ;08/09/2020; R$-    ; R$-   
SUDESTE;ESPÍRITO SANTO;SES;ESPÍRITO SANTO ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;4.000;ENTREGA REALIZADA ;10/09/2020; R$-    ; R$-   
CENTRO-OESTE;GOIÁS;SES;GOIÁS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;23.000;ENTREGA REALIZADA ;10/09/2020; R$-    ; R$-   
SUDESTE;MINAS GERAIS ;SES;MINAS GERAIS ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;286.000;ENTREGA REALIZADA ;14/09/2020; R$-    ; R$-   
CENTRO-OESTE;MATO GROSSO DO SUL;SES;MATO GROSSO DO SUL ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;60.500;ENTREGA REALIZADA ;14/09/2020; R$-    ; R$-   
NORTE ;RORAIMA ;SES;RORAIMA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;80.000;ENTREGA REALIZADA ;14/09/2020; R$-    ; R$-   
SUL ;RIO GRANDE DO SUL ;SES;RIO GRANDE DO SUL ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;106.500;ENTREGA REALIZADA ;14/09/2020; R$-    ; R$-   
SUL ;SANTA CATARINA ;SES;SANTA CATARINA ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;160.000;ENTREGA REALIZADA ;14/09/2020; R$-    ; R$-   
SUL ;SANTA CATARINA;SMS;LAGES ;HIDROXICLOROQUINA 200MG ;COVID-19;63.000;ENTREGA REALIZADA ;18/09/2020; R$-    ; R$-   
SUDESTE;SÃO PAULO ;SMS;PIRASSUNUNGA ;HIDROXICLOROQUINA 200MG ;COVID-19;13.500;ENTREGA REALIZADA ;17/09/2020; R$-    ; R$-   
SUL ;SANTA CATARINA ;SMS;PINHALZINHO ;HIDROXICLOROQUINA 200MG ;COVID-19;3.000;ENTREGA REALIZADA ;17/09/2020; R$-    ; R$-   
NORDESTE ;BAHIA;SMS;VERA CRUZ ;HIDROXICLOROQUINA 200MG ;COVID-19;4.500;ENTREGA REALIZADA ;22/09/2020; R$-    ; R$-   
SUDESTE ;ESPÍRITO SANTO;SMS;ARACRUZ ;HIDROXICLOROQUINA 200MG ;COVID-19;1.500;ENTREGA REALIZADA ;06/10/2020; R$-    ; R$-   
CENTRO-OESTE;GOIÁS;SMS;ÁGUAS LINDAS DE GOIÁS ;HIDROXICLOROQUINA 200MG ;COVID-19;12.000;ENTREGA REALIZADA ;16/10/2020; R$-    ; R$-   
CENTRO-OESTE;GOIÁS;SMS;JUQUITIBA ;HIDROXICLOROQUINA 200MG ;COVID-19;1.500;ENTREGA REALIZADA ;28/10/2020; R$-    ; R$-   
SUDESTE;SÃO PAULO ;SMS;LIMEIRA ;HIDROXICLOROQUINA 200MG ;COVID-19;10.000;ENTREGA REALIZADA ;17/09/2020; R$-    ; R$-   
SUDESTE;RIO DE JANEIRO;SMS;SILVA JARDIM ;HIDROXICLOROQUINA 200MG ;COVID-19;1.500;ENTREGA REALIZADA ;17/09/2020; R$-    ; R$-   
SUDESTE;MINAS GERAIS ;SMS;VIRGINIA ;HIDROXICLOROQUINA 200MG ;COVID-19;1.500;ENTREGA REALIZADA ;29/12/2020; R$-    ; R$-   
SUDESTE;MINAS GERAIS ;SMS;FERVEDOURO;HIDROXICLOROQUINA 200MG ;COVID-19;1.500;ENTREGA REALIZADA ;30/12/2020; R$-    ; R$-   
SUDESTE;MINAS GERAIS ;SMS;SANTA LUZIA;HIDROXICLOROQUINA 200MG ;COVID-19;1.500;ENTREGA REALIZADA ;29/12/2020; R$-    ; R$-   
SUDESTE;MINAS GERAIS ;SMS;NOVA LIMA ;HIDROXICLOROQUINA 200MG ;COVID-19;1.500;ENTREGA REALIZADA ;29/12/2020; R$-    ; R$-   
SUDESTE;MINAS GERAIS ;SMS;BELO HORIZONTE;HIDROXICLOROQUINA 200MG ;COVID-19;6.000;ENTREGA REALIZADA ;29/12/2020; R$-    ; R$-   
NORTE ;ACRE;SES;ACRE;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-16.500;REMANEJAMENTO PARA MALÁRIA;28/10/2020; R$-    ; R$-   
NORDESTE;ALAGOAS;SES;ALAGOAS ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-28.000;REMANEJAMENTO PARA MALÁRIA;28/10/2020; R$-    ; R$-   
NORTE ;AMAPÁ;SES;AMAPÁ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-22.500;REMANEJAMENTO PARA MALÁRIA;28/10/2020; R$-    ; R$-   
NORDESTE;CEARÁ;SES;CEARÁ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-8.000;REMANEJAMENTO PARA MALÁRIA;28/10/2020; R$-    ; R$-   
NORDESTE;PERNAMBUCO;SES;PERNAMBUCO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-3.020;REMANEJAMENTO PARA MALÁRIA;28/10/2020; R$-    ; R$-   
NORDESTE;PIAUÍ;SES;PIAUÍ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-12.000;REMANEJAMENTO PARA MALÁRIA;28/10/2020; R$-    ; R$-   
SUDESTE;RIO DE JANEIRO;SES;RIO DE JANEIRO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-39.000;REMANEJAMENTO PARA MALÁRIA;28/10/2020; R$-    ; R$-   
NORDESTE;RIO GRANDE DO NORTE ;SES;RIO GRANDE DO NORTE ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-10.000;REMANEJAMENTO PARA MALÁRIA;28/10/2020; R$-    ; R$-   
NORDESTE;SERGIPE ;SES;SERGIPE ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-2.820;REMANEJAMENTO PARA MALÁRIA;28/10/2020; R$-    ; R$-   
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-138.000;REMANEJAMENTO PARA MALÁRIA;28/10/2020; R$-    ; R$-   
CENTRO-OESTE;DISTRITO FEDERAL ;SES;DISTRITO FEDERAL ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-21.000;REMANEJAMENTO PARA MALÁRIA;29/12/2020; R$-    ; R$-   
NORDESTE;PARAÍBA;SES;PARAÍBA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-5.000;REMANEJAMENTO PARA MALÁRIA;29/12/2020; R$-    ; R$-   
NORDESTE;PERNAMBUCO;SES;PERNAMBUCO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-49.000;REMANEJAMENTO PARA MALÁRIA;29/12/2020; R$-    ; R$-   
SUL ;SANTA CATARINA ;SES;SANTA CATARINA ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-15.000;REMANEJAMENTO PARA MALÁRIA;29/12/2020; R$-    ; R$-   
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-130.850;REMANEJAMENTO PARA MALÁRIA;29/12/2020; R$-    ; R$-   
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;-300.000;REMANEJAMENTO ;04/09/2020; R$0,069 ;-R$20.700,00 
NORDESTE;BAHIA ;SMS;FEIRA DE SANTANA ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;56.500;ENTREGA REALIZADA ;24/08/2020; R$-    ; R$-   
NORTE ;AMAZONAS ;SES;AMAZONAS ;HIDROXICLOROQUINA 200MG ;COVID-19;120.000;ENTREGA REALIZADA ;15/01/2021; R$-    ; R$-   
NORTE ;AMAZONAS ;SES;MANAUS ;HIDROXICLOROQUINA 200MG ;COVID-19;10.000;ENTREGA REALIZADA ;15/01/2021; R$-    ; R$-   
SUDESTE;MINAS GERAIS ;SES;DIVINOLANDIA DE MINAS ;HIDROXICLOROQUINA 200MG ;COVID-19;3.000;ENTREGA REALIZADA ;09/01/2021; R$-    ; R$-   
SUDESTE;MINAS GERAIS ;SES;FORTUNA DE MINAS ;HIDROXICLOROQUINA 200MG ;COVID-19;1.500;ENTREGA REALIZADA ;31/01/2021; R$-    ; R$-   
SUDESTE;MINAS GERAIS ;SES;MATENA;HIDROXICLOROQUINA 200MG ;COVID-19;8.500;ENTREGA REALIZADA ;13/01/2021; R$-    ; R$-   
SUL ;RIO GRANDE DO SUL ;SES;PORTO ALEGRE;HIDROXICLOROQUINA 200MG ;COVID-19;24.000;ENTREGA REALIZADA ;13/01/2021; R$-    ; R$-   
SUDESTE;SÃO PAULO ;SMS;LIMEIRA ;HIDROXICLOROQUINA 200MG ;COVID-19;27.500;ENTREGA REALIZADA ;30/03/2021; R$-    ; R$-   
NORTE;ACRE;SAÚDE INDÍGENA;DSEI ALTO RIO JURUÁ ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;1.000;ENTREGA REALIZADA ;13/08/2020; R$2,000 ; R$2.000,00 
NORTE;ACRE;SAÚDE INDÍGENA;DSEI ALTO RIO JURUÁ ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;3.000;ENTREGA REALIZADA ;13/08/2020; R$3,000 ; R$9.000,00 
NORTE;ACRE;SAÚDE INDÍGENA;DSEI ALTO RIO JURUÁ ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;4.500;ENTREGA REALIZADA ;13/08/2020; R$4,000 ; R$18.000,00 
NORTE;ACRE;SAÚDE INDÍGENA;DSEI ALTO RIO PURUS;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;150;ENTREGA REALIZADA;12/08/2020; R$2,000 ; R$300,00 
NORTE;ACRE;SAÚDE INDÍGENA;DSEI ALTO RIO PURUS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;12.000;ENTREGA REALIZADA;12/08/2020; R$4,000 ; R$48.000,00 
NORTE;ACRE;SAÚDE INDÍGENA;DSEI ALTO RIO JURUÁ ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;3.000;ENTREGA REALIZADA;27/04/2020; R$4,000 ; R$12.000,00 
NORTE;ACRE;SAÚDE INDÍGENA;DSEI ALTO RIO JURUÁ ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;3.000;ENTREGA REALIZADA;04/06/2020; R$3,000 ; R$9.000,00 
NORTE;ACRE;SAÚDE INDÍGENA;DSEI ALTO RIO JURUÁ ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;1.000;ENTREGA REALIZADA;27/04/2020; R$2,000 ; R$2.000,00 
NORTE;ACRE;SAÚDE INDÍGENA;DSEI ALTO RIO JURUÁ ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;4.500;ENTREGA REALIZADA;07/07/2020; R$4,000 ; R$18.000,00 
NORTE;ACRE;SES;ACRE;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;15.000;ENTREGA REALIZADA;03/07/2020; R$4,000 ; R$60.000,00 
NORTE;ACRE;SES;ACRE;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5.500;ENTREGA REALIZADA;25/03/2020; R$4,000 ; R$22.000,00 
NORTE;ACRE;SES;ACRE;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5.000;ENTREGA REALIZADA;08/05/2020; R$4,000 ; R$20.000,00 
NORTE;ACRE;SES;ACRE;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;8.000;ENTREGA REALIZADA;21/01/2020; R$3,000 ; R$24.000,00 
NORTE;ACRE;SES;ACRE;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;7.500;ENTREGA REALIZADA;03/07/2020; R$2,000 ; R$15.000,00 
NORTE;ACRE;SES;ACRE;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;8.200;ENTREGA REALIZADA;20/01/2020; R$2,000 ; R$16.400,00 
NORTE;ACRE;SES;ACRE;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;1.810;ENTREGA REALIZADA;25/03/2020; R$2,000 ; R$3.620,00 
NORTE;ACRE;SES;ACRE;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;5.000;ENTREGA REALIZADA;08/05/2020; R$2,000 ; R$10.000,00 
NORTE;ACRE;SES;ACRE;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;15.000;ENTREGA REALIZADA;07/08/2020; R$4,000 ; R$60.000,00 
NORTE;ACRE;SMS;RIO BRANCO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;15.000;ENTREGA REALIZADA;03/07/2020; R$5,330 ; R$79.950,00 
NORTE;ACRE;SMS;RIO BRANCO ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;7.500;ENTREGA REALIZADA;03/07/2020; R$2,000 ; R$15.000,00 
NORTE;ACRE;SMS;RIO BRANCO ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;7.000;ENTREGA REALIZADA;12/08/2020; R$3,000 ; R$21.000,00 
NORTE;ACRE;SMS;RIO BRANCO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;30.000;ENTREGA REALIZADA;12/08/2020; R$4,000 ; R$120.000,00 
